bug_class,key_function,subtype,version,harness_type,exit_code,status,stderr_preview
BC006,isAuxiliaryVtabOperator,null-pointer,3.40.0,test,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.40.0,nosanit,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.53.0,test,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.53.0,nosanit,0,OK,
BC007,resetAccumulator,misaligned-access,3.26.0,test,0,OK,
BC007,resetAccumulator,misaligned-access,3.26.0,nosanit,0,OK,
BC007,resetAccumulator,misaligned-access,3.27.0,test,-6,SIGABRT,"sqlite_harness_sqlite-3.27.0_test: ./../../cve_builds/sqlite-3.27.0/sqlite3.c:126304: int sqlite3ColumnsFromExprList(Parse *, ExprList *, i16 *, Column **): Assertion `pColExpr->op!=TK_AGG_COLUMN' fai"
BC007,resetAccumulator,misaligned-access,3.27.0,nosanit,0,OK,
BC007,resetAccumulator,misaligned-access,3.27.1,test,-6,SIGABRT,"sqlite_harness_sqlite-3.27.1_test: ./../../cve_builds/sqlite-3.27.1/sqlite3.c:126304: int sqlite3ColumnsFromExprList(Parse *, ExprList *, i16 *, Column **): Assertion `pColExpr->op!=TK_AGG_COLUMN' fai"
BC007,resetAccumulator,misaligned-access,3.27.1,nosanit,0,OK,
BC007,resetAccumulator,misaligned-access,3.27.2,test,-6,SIGABRT,"sqlite_harness_sqlite-3.27.2_test: ./../../cve_builds/sqlite-3.27.2/sqlite3.c:126290: int sqlite3ColumnsFromExprList(Parse *, ExprList *, i16 *, Column **): Assertion `pColExpr->op!=TK_AGG_COLUMN' fai"
BC007,resetAccumulator,misaligned-access,3.27.2,nosanit,0,OK,
BC007,resetAccumulator,misaligned-access,3.28.0,test,-6,SIGABRT,"sqlite_harness_sqlite-3.28.0_test: ./../../cve_builds/sqlite-3.28.0/sqlite3.c:126590: int sqlite3ColumnsFromExprList(Parse *, ExprList *, i16 *, Column **): Assertion `pColExpr->op!=TK_AGG_COLUMN' fai"
BC007,resetAccumulator,misaligned-access,3.28.0,nosanit,0,OK,
BC007,resetAccumulator,misaligned-access,3.29.0,test,-6,SIGABRT,"sqlite_harness_sqlite-3.29.0_test: ./../../cve_builds/sqlite-3.29.0/sqlite3.c:127111: int sqlite3ColumnsFromExprList(Parse *, ExprList *, i16 *, Column **): Assertion `pColExpr->op!=TK_AGG_COLUMN' fai"
BC007,resetAccumulator,misaligned-access,3.29.0,nosanit,0,OK,
BC007,resetAccumulator,misaligned-access,3.30.0,test,1,UBSan,"../../cve_builds/sqlite-3.30.0/sqlite3.c:130912:42: runtime error: member access within misaligned address 0xaaaaaaaaaaaaaaaa for type 'ExprList' (aka 'struct ExprList'), which requires 8 byte alignme"
BC007,resetAccumulator,misaligned-access,3.30.0,nosanit,0,OK,
BC007,resetAccumulator,misaligned-access,3.30.1,test,1,UBSan,"../cve_builds/sqlite-3.30.1/sqlite3.c:130930:42: runtime error: member access within misaligned address 0xaaaaaaaaaaaaaaaa for type 'ExprList' (aka 'struct ExprList'), which requires 8 byte alignment "
BC007,resetAccumulator,misaligned-access,3.30.1,nosanit,0,OK,
BC007,resetAccumulator,misaligned-access,3.31.1,test,0,OK,
BC007,resetAccumulator,misaligned-access,3.31.1,nosanit,0,OK,
BC007,resetAccumulator,misaligned-access,3.32.0,test,0,OK,
BC007,resetAccumulator,misaligned-access,3.32.0,nosanit,0,OK,
BC007,resetAccumulator,misaligned-access,3.32.1,test,0,OK,
BC007,resetAccumulator,misaligned-access,3.32.1,nosanit,0,OK,
BC007,resetAccumulator,misaligned-access,3.32.2,test,0,OK,
BC007,resetAccumulator,misaligned-access,3.32.2,nosanit,0,OK,
BC007,resetAccumulator,misaligned-access,3.32.3,test,0,OK,
BC007,resetAccumulator,misaligned-access,3.32.3,nosanit,0,OK,
BC007,resetAccumulator,misaligned-access,3.33.0,test,0,OK,
BC007,resetAccumulator,misaligned-access,3.33.0,nosanit,0,OK,
BC007,resetAccumulator,misaligned-access,3.34.0,test,0,OK,
BC007,resetAccumulator,misaligned-access,3.34.0,nosanit,0,OK,
BC007,resetAccumulator,misaligned-access,3.36.0,test,0,OK,
BC007,resetAccumulator,misaligned-access,3.36.0,nosanit,0,OK,
BC007,resetAccumulator,misaligned-access,3.39.1,test,0,OK,
BC007,resetAccumulator,misaligned-access,3.39.1,nosanit,0,OK,
BC007,resetAccumulator,misaligned-access,3.40.0,test,0,OK,
BC007,resetAccumulator,misaligned-access,3.40.0,nosanit,0,OK,
BC007,resetAccumulator,misaligned-access,3.53.0,test,0,OK,
BC007,resetAccumulator,misaligned-access,3.53.0,nosanit,0,OK,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.26.0,test,-6,SIGABRT,"sqlite_harness_sqlite-3.26.0_test: ./../../cve_builds/sqlite-3.26.0/sqlite3.c:125875: int sqlite3ColumnsFromExprList(Parse *, ExprList *, i16 *, Column **): Assertion `pTab!=0' failed."
BC008,sqlite3ExprCodeTarget,misaligned-access,3.26.0,nosanit,-11,SEGV,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.27.0,test,-6,SIGABRT,"sqlite_harness_sqlite-3.27.0_test: ./../../cve_builds/sqlite-3.27.0/sqlite3.c:126309: int sqlite3ColumnsFromExprList(Parse *, ExprList *, i16 *, Column **): Assertion `pTab!=0' failed."
BC008,sqlite3ExprCodeTarget,misaligned-access,3.27.0,nosanit,-11,SEGV,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.27.1,test,-6,SIGABRT,"sqlite_harness_sqlite-3.27.1_test: ./../../cve_builds/sqlite-3.27.1/sqlite3.c:126309: int sqlite3ColumnsFromExprList(Parse *, ExprList *, i16 *, Column **): Assertion `pTab!=0' failed."
BC008,sqlite3ExprCodeTarget,misaligned-access,3.27.1,nosanit,-11,SEGV,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.27.2,test,-6,SIGABRT,"sqlite_harness_sqlite-3.27.2_test: ./../../cve_builds/sqlite-3.27.2/sqlite3.c:126295: int sqlite3ColumnsFromExprList(Parse *, ExprList *, i16 *, Column **): Assertion `pTab!=0' failed."
BC008,sqlite3ExprCodeTarget,misaligned-access,3.27.2,nosanit,-11,SEGV,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.28.0,test,-6,SIGABRT,"sqlite_harness_sqlite-3.28.0_test: ./../../cve_builds/sqlite-3.28.0/sqlite3.c:126595: int sqlite3ColumnsFromExprList(Parse *, ExprList *, i16 *, Column **): Assertion `pTab!=0' failed."
BC008,sqlite3ExprCodeTarget,misaligned-access,3.28.0,nosanit,-11,SEGV,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.29.0,test,-6,SIGABRT,"sqlite_harness_sqlite-3.29.0_test: ./../../cve_builds/sqlite-3.29.0/sqlite3.c:131002: int sqlite3Select(Parse *, Select *, SelectDest *): Assertion `pItem->addrFillSub==0' failed."
BC008,sqlite3ExprCodeTarget,misaligned-access,3.29.0,nosanit,0,OK,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.30.0,test,1,UBSan,AddressSanitizer:DEADLYSIGNAL | ================================================================= | ==117204==ERROR: AddressSanitizer: SEGV on unknown address 0x000c57013c4b (pc 0xbbb3b7d9d868 bp 0xff
BC008,sqlite3ExprCodeTarget,misaligned-access,3.30.0,nosanit,-11,SEGV,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.30.1,test,1,UBSan,AddressSanitizer:DEADLYSIGNAL | ================================================================= | ==117209==ERROR: AddressSanitizer: SEGV on unknown address 0x000c44a5dc4b (pc 0xc2e624fed474 bp 0xff
BC008,sqlite3ExprCodeTarget,misaligned-access,3.30.1,nosanit,-11,SEGV,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.31.1,test,1,UBSan,"../cve_builds/sqlite-3.31.1/sqlite3.c:102748:16: runtime error: member access within misaligned address 0x1ffffa7565db for type 'struct AggInfo_func', which requires 8 byte alignment | 0x1ffffa7565db:"
BC008,sqlite3ExprCodeTarget,misaligned-access,3.31.1,nosanit,-11,SEGV,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.32.0,test,0,OK,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.32.0,nosanit,-11,SEGV,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.32.1,test,0,OK,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.32.1,nosanit,0,OK,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.32.2,test,0,OK,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.32.2,nosanit,0,OK,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.32.3,test,0,OK,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.32.3,nosanit,0,OK,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.33.0,test,0,OK,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.33.0,nosanit,0,OK,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.34.0,test,0,OK,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.34.0,nosanit,0,OK,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.36.0,test,0,OK,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.36.0,nosanit,0,OK,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.39.1,test,0,OK,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.39.1,nosanit,0,OK,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.40.0,test,0,OK,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.40.0,nosanit,0,OK,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.53.0,test,0,OK,
BC008,sqlite3ExprCodeTarget,misaligned-access,3.53.0,nosanit,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.26.0,test,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.26.0,nosanit,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.27.0,test,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.27.0,nosanit,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.27.1,test,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.27.1,nosanit,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.27.2,test,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.27.2,nosanit,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.28.0,test,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.28.0,nosanit,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.29.0,test,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.29.0,nosanit,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.30.0,test,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.30.0,nosanit,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.30.1,test,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.30.1,nosanit,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.31.1,test,1,UBSan,../cve_builds/sqlite-3.31.1/sqlite3.c:76157:47: runtime error: 3.33233e+39 is outside the range of representable values of type 'long long' | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ..
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.31.1,nosanit,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.32.0,test,1,UBSan,../cve_builds/sqlite-3.32.0/sqlite3.c:76346:47: runtime error: 3.33233e+39 is outside the range of representable values of type 'long long' | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ..
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.32.0,nosanit,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.32.1,test,1,UBSan,../../cve_builds/sqlite-3.32.1/sqlite3.c:76366:47: runtime error: 3.33233e+39 is outside the range of representable values of type 'long long' | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.32.1,nosanit,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.32.2,test,1,UBSan,../cve_builds/sqlite-3.32.2/sqlite3.c:76366:47: runtime error: 3.33233e+39 is outside the range of representable values of type 'long long' | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ..
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.32.2,nosanit,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.32.3,test,1,UBSan,../../cve_builds/sqlite-3.32.3/sqlite3.c:76380:47: runtime error: 3.33233e+39 is outside the range of representable values of type 'long long' | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.32.3,nosanit,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.33.0,test,1,UBSan,../../cve_builds/sqlite-3.33.0/sqlite3.c:76569:47: runtime error: 3.33233e+39 is outside the range of representable values of type 'long long' | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.33.0,nosanit,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.34.0,test,1,UBSan,../../cve_builds/sqlite-3.34.0/sqlite3.c:76815:47: runtime error: 3.33233e+39 is outside the range of representable values of type 'long long' | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.34.0,nosanit,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.36.0,test,1,UBSan,../../cve_builds/sqlite-3.36.0/sqlite3.c:77740:47: runtime error: 3.33233e+39 is outside the range of representable values of type 'long long' | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.36.0,nosanit,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.39.1,test,1,UBSan,../../cve_builds/sqlite-3.39.1/sqlite3.c:79455:47: runtime error: 3.33233e+39 is outside the range of representable values of type 'long long' | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.39.1,nosanit,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.40.0,test,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.40.0,nosanit,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.53.0,test,0,OK,
BC009,sqlite3VdbeMemNumerify,float-cast-overflow,3.53.0,nosanit,0,OK,
BC010,sqlite3Select,null-pointer,3.26.0,test,0,OK,
BC010,sqlite3Select,null-pointer,3.26.0,nosanit,0,OK,
BC010,sqlite3Select,null-pointer,3.27.0,test,0,OK,
BC010,sqlite3Select,null-pointer,3.27.0,nosanit,0,OK,
BC010,sqlite3Select,null-pointer,3.27.1,test,0,OK,
BC010,sqlite3Select,null-pointer,3.27.1,nosanit,0,OK,
BC010,sqlite3Select,null-pointer,3.27.2,test,0,OK,
BC010,sqlite3Select,null-pointer,3.27.2,nosanit,0,OK,
BC010,sqlite3Select,null-pointer,3.28.0,test,0,OK,
BC010,sqlite3Select,null-pointer,3.28.0,nosanit,0,OK,
BC010,sqlite3Select,null-pointer,3.29.0,test,0,OK,
BC010,sqlite3Select,null-pointer,3.29.0,nosanit,0,OK,
BC010,sqlite3Select,null-pointer,3.30.0,test,1,UBSan,../../cve_builds/sqlite-3.30.0/sqlite3.c:131370:15: runtime error: member access within null pointer of type 'Table' (aka 'struct Table') | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../.
BC010,sqlite3Select,null-pointer,3.30.0,nosanit,-11,SEGV,
BC010,sqlite3Select,null-pointer,3.30.1,test,1,UBSan,../cve_builds/sqlite-3.30.1/sqlite3.c:131388:15: runtime error: member access within null pointer of type 'Table' (aka 'struct Table') | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../cve_
BC010,sqlite3Select,null-pointer,3.30.1,nosanit,-11,SEGV,
BC010,sqlite3Select,null-pointer,3.31.1,test,1,UBSan,../cve_builds/sqlite-3.31.1/sqlite3.c:133698:15: runtime error: member access within null pointer of type 'Table' (aka 'struct Table') | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../cve_
BC010,sqlite3Select,null-pointer,3.31.1,nosanit,-11,SEGV,
BC010,sqlite3Select,null-pointer,3.32.0,test,1,UBSan,../cve_builds/sqlite-3.32.0/sqlite3.c:134653:15: runtime error: member access within null pointer of type 'Table' (aka 'struct Table') | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../cve_
BC010,sqlite3Select,null-pointer,3.32.0,nosanit,-11,SEGV,
BC010,sqlite3Select,null-pointer,3.32.1,test,1,UBSan,../../cve_builds/sqlite-3.32.1/sqlite3.c:134686:15: runtime error: member access within null pointer of type 'Table' (aka 'struct Table') | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../.
BC010,sqlite3Select,null-pointer,3.32.1,nosanit,-11,SEGV,
BC010,sqlite3Select,null-pointer,3.32.2,test,1,UBSan,../cve_builds/sqlite-3.32.2/sqlite3.c:134688:15: runtime error: member access within null pointer of type 'Table' (aka 'struct Table') | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../cve_
BC010,sqlite3Select,null-pointer,3.32.2,nosanit,-11,SEGV,
BC010,sqlite3Select,null-pointer,3.32.3,test,0,OK,
BC010,sqlite3Select,null-pointer,3.32.3,nosanit,0,OK,
BC010,sqlite3Select,null-pointer,3.33.0,test,0,OK,
BC010,sqlite3Select,null-pointer,3.33.0,nosanit,0,OK,
BC010,sqlite3Select,null-pointer,3.34.0,test,0,OK,
BC010,sqlite3Select,null-pointer,3.34.0,nosanit,0,OK,
BC010,sqlite3Select,null-pointer,3.36.0,test,0,OK,
BC010,sqlite3Select,null-pointer,3.36.0,nosanit,0,OK,
BC010,sqlite3Select,null-pointer,3.39.1,test,0,OK,
BC010,sqlite3Select,null-pointer,3.39.1,nosanit,0,OK,
BC010,sqlite3Select,null-pointer,3.40.0,test,0,OK,
BC010,sqlite3Select,null-pointer,3.40.0,nosanit,0,OK,
BC010,sqlite3Select,null-pointer,3.53.0,test,0,OK,
BC010,sqlite3Select,null-pointer,3.53.0,nosanit,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.26.0,test,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.26.0,nosanit,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.27.0,test,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.27.0,nosanit,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.27.1,test,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.27.1,nosanit,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.27.2,test,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.27.2,nosanit,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.28.0,test,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.28.0,nosanit,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.29.0,test,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.29.0,nosanit,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.30.0,test,1,UBSan,================================================================= | ==117484==ERROR: AddressSanitizer: heap-use-after-free on address 0xe0b08ce03508 at pc 0xb9db4bb68b38 bp 0xffffc364d8a0 sp 0xffffc36
BC011,sqlite3WindowListDelete,signal-6,3.30.0,nosanit,-11,SEGV,
BC011,sqlite3WindowListDelete,signal-6,3.30.1,test,1,UBSan,================================================================= | ==117489==ERROR: AddressSanitizer: heap-use-after-free on address 0xea0481c03508 at pc 0xb0f835158778 bp 0xffffd697fa80 sp 0xffffd69
BC011,sqlite3WindowListDelete,signal-6,3.30.1,nosanit,-11,SEGV,
BC011,sqlite3WindowListDelete,signal-6,3.31.1,test,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.31.1,nosanit,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.32.0,test,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.32.0,nosanit,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.32.1,test,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.32.1,nosanit,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.32.2,test,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.32.2,nosanit,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.32.3,test,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.32.3,nosanit,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.33.0,test,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.33.0,nosanit,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.34.0,test,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.34.0,nosanit,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.36.0,test,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.36.0,nosanit,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.39.1,test,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.39.1,nosanit,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.40.0,test,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.40.0,nosanit,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.53.0,test,0,OK,
BC011,sqlite3WindowListDelete,signal-6,3.53.0,nosanit,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.26.0,test,1,UBSan,../../cve_builds/sqlite-3.26.0/sqlite3.c:30603:27: runtime error: applying zero offset to null pointer | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../../cve_builds/sqlite-3.26.0/sqlite3.
BC012,sqlite3Atoi64,null-pointer,3.26.0,nosanit,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.27.0,test,1,UBSan,../../cve_builds/sqlite-3.27.0/sqlite3.c:30722:27: runtime error: applying zero offset to null pointer | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../../cve_builds/sqlite-3.27.0/sqlite3.
BC012,sqlite3Atoi64,null-pointer,3.27.0,nosanit,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.27.1,test,1,UBSan,../../cve_builds/sqlite-3.27.1/sqlite3.c:30722:27: runtime error: applying zero offset to null pointer | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../../cve_builds/sqlite-3.27.1/sqlite3.
BC012,sqlite3Atoi64,null-pointer,3.27.1,nosanit,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.27.2,test,1,UBSan,../../cve_builds/sqlite-3.27.2/sqlite3.c:30721:27: runtime error: applying zero offset to null pointer | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../../cve_builds/sqlite-3.27.2/sqlite3.
BC012,sqlite3Atoi64,null-pointer,3.27.2,nosanit,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.28.0,test,1,UBSan,../../cve_builds/sqlite-3.28.0/sqlite3.c:30836:27: runtime error: applying zero offset to null pointer | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../../cve_builds/sqlite-3.28.0/sqlite3.
BC012,sqlite3Atoi64,null-pointer,3.28.0,nosanit,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.29.0,test,1,UBSan,../../cve_builds/sqlite-3.29.0/sqlite3.c:30910:27: runtime error: applying zero offset to null pointer | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../../cve_builds/sqlite-3.29.0/sqlite3.
BC012,sqlite3Atoi64,null-pointer,3.29.0,nosanit,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.30.0,test,1,UBSan,../../cve_builds/sqlite-3.30.0/sqlite3.c:31020:27: runtime error: applying zero offset to null pointer | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../../cve_builds/sqlite-3.30.0/sqlite3.
BC012,sqlite3Atoi64,null-pointer,3.30.0,nosanit,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.30.1,test,1,UBSan,../cve_builds/sqlite-3.30.1/sqlite3.c:31024:27: runtime error: applying zero offset to null pointer | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../cve_builds/sqlite-3.30.1/sqlite3.c:3102
BC012,sqlite3Atoi64,null-pointer,3.30.1,nosanit,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.31.1,test,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.31.1,nosanit,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.32.0,test,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.32.0,nosanit,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.32.1,test,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.32.1,nosanit,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.32.2,test,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.32.2,nosanit,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.32.3,test,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.32.3,nosanit,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.33.0,test,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.33.0,nosanit,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.34.0,test,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.34.0,nosanit,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.36.0,test,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.36.0,nosanit,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.39.1,test,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.39.1,nosanit,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.40.0,test,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.40.0,nosanit,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.53.0,test,0,OK,
BC012,sqlite3Atoi64,null-pointer,3.53.0,nosanit,0,OK,
BC013,sqlite3ExprCodeTarget,signal-6,3.26.0,test,-6,SIGABRT,"sqlite_harness_sqlite-3.26.0_test: ./../../cve_builds/sqlite-3.26.0/sqlite3.c:125875: int sqlite3ColumnsFromExprList(Parse *, ExprList *, i16 *, Column **): Assertion `pTab!=0' failed."
BC013,sqlite3ExprCodeTarget,signal-6,3.26.0,nosanit,-11,SEGV,
BC013,sqlite3ExprCodeTarget,signal-6,3.27.0,test,-6,SIGABRT,"sqlite_harness_sqlite-3.27.0_test: ./../../cve_builds/sqlite-3.27.0/sqlite3.c:126309: int sqlite3ColumnsFromExprList(Parse *, ExprList *, i16 *, Column **): Assertion `pTab!=0' failed."
BC013,sqlite3ExprCodeTarget,signal-6,3.27.0,nosanit,-11,SEGV,
BC013,sqlite3ExprCodeTarget,signal-6,3.27.1,test,-6,SIGABRT,"sqlite_harness_sqlite-3.27.1_test: ./../../cve_builds/sqlite-3.27.1/sqlite3.c:126309: int sqlite3ColumnsFromExprList(Parse *, ExprList *, i16 *, Column **): Assertion `pTab!=0' failed."
BC013,sqlite3ExprCodeTarget,signal-6,3.27.1,nosanit,-11,SEGV,
BC013,sqlite3ExprCodeTarget,signal-6,3.27.2,test,-6,SIGABRT,"sqlite_harness_sqlite-3.27.2_test: ./../../cve_builds/sqlite-3.27.2/sqlite3.c:126295: int sqlite3ColumnsFromExprList(Parse *, ExprList *, i16 *, Column **): Assertion `pTab!=0' failed."
BC013,sqlite3ExprCodeTarget,signal-6,3.27.2,nosanit,-11,SEGV,
